compound,amino_acid,acyl_n,category,formula,adduct,target_mz,row_id,observed_mz,ppm_error,rt_min,has_ms2,is_isf,is_default_adduct,total_scans,dedup_group_id,is_group_representative,sirius_npc_class,sirius_structure_name,sirius_formula
N-C17:0-glutamate,glutamate,17,long_chain,C22H41N1O5,[M+H]+,400.3057498755,11478,400.3042,-3.871729298167941,5.155,True,False,True,10,asid_11478,True,Phenylethylamines,(2S)-2-(octadecanoylamino)butanedioate,C22H41NO5
N-C17:0-glutamate,glutamate,17,long_chain,C22H41N1O5,[M+H]+,400.3057498755,21769,400.3044,-3.3721111935845274,4.678166,True,False,False,17,asid_15057,False,,,
N-C18:0-aspartate,aspartate,18,long_chain,C22H41N1O5,[M+H]+,400.3057498755,4889,400.3122,16.112994884600596,5.384,True,False,False,20,asid_2909,False,Fatty alcohols,3-[3-[3-[3-[3-(3-Methoxypropylamino)propoxy]propylamino]propoxy]propylamino]propan-1-ol,C21H41N3O4
N-C18:0-aspartate,aspartate,18,long_chain,C22H41N1O5,[M+H]+,400.3057498755,11478,400.3042,-3.871729298167941,5.155,True,False,True,10,asid_11478,True,Phenylethylamines,(2S)-2-(octadecanoylamino)butanedioate,C22H41NO5
N-C18:0-aspartate,aspartate,18,long_chain,C22H41N1O5,[M+H]+,400.3057498755,21769,400.3044,-3.3721111935845274,4.678166,True,False,False,17,asid_15057,False,,,
N-C13:0-tryptophan,tryptophan,13,long_chain,C24H36N2O3,[M+H]+,401.279869477,779,401.2863,16.025032624704046,0.567116,True,True,False,124,asid_7129,False,,,
N-C13:0-tryptophan,tryptophan,13,long_chain,C24H36N2O3,[M+H]+,401.279869477,4258,401.2862,15.775829991875163,0.83017,True,False,True,93,asid_4258,False,,,
N-C13:0-tryptophan,tryptophan,13,long_chain,C24H36N2O3,[M+H]+,401.279869477,5369,401.2748,-12.633270157699986,1.630674,True,False,True,37,asid_5369,True,,,
N-C13:0-tryptophan,tryptophan,13,long_chain,C24H36N2O3,[M+H]+,401.279869477,5415,401.2743,-13.879283322269355,1.137222,True,False,False,77,asid_3599,False,Tripeptides,"(5R,10S)-7-(2-ethylbutanoyl)-16-propan-2-yl-2-oxa-7,13-diazatricyclo[12.4.0.05,10]octadeca-1(14),15,17-trien-12-one",C24H36N2O3
N-C13:0-tryptophan,tryptophan,13,long_chain,C24H36N2O3,[M+H]+,401.279869477,6814,401.2743,-13.879283322269355,1.320108,True,False,True,21,asid_6814,True,Tripeptides,"(5R,10S)-7-(2-ethylbutanoyl)-16-propan-2-yl-2-oxa-7,13-diazatricyclo[12.4.0.05,10]octadeca-1(14),15,17-trien-12-one",C24H36N2O3
N-C13:0-tryptophan,tryptophan,13,long_chain,C24H36N2O3,[M+H]+,401.279869477,7160,401.2746,-13.131675423499402,1.757358,True,False,True,36,asid_7160,False,,,C16H38ClFN6O2
N-C13:0-tryptophan,tryptophan,13,long_chain,C24H36N2O3,[M+H]+,401.279869477,7721,401.2748,-12.633270157699986,1.729476,True,False,False,20,asid_7721,False,,,
N-C13:0-tryptophan,tryptophan,13,long_chain,C24H36N2O3,[M+H]+,401.279869477,8948,401.2746,-13.131675423499402,1.882696,True,False,True,10,asid_8948,True,Dipeptides,,C24H36N2O3
N-C13:0-tryptophan,tryptophan,13,long_chain,C24H36N2O3,[M+H]+,401.279869477,9399,401.2859,15.028222093246868,5.044,True,False,False,11,asid_20729,False,,,C20H42O6
N-C13:0-tryptophan,tryptophan,13,long_chain,C24H36N2O3,[M+H]+,401.279869477,10111,401.2747,-12.882472790670523,1.544154,True,False,True,19,asid_10111,True,,,
N-C13:0-tryptophan,tryptophan,13,long_chain,C24H36N2O3,[M+H]+,401.279869477,34313,401.2859,15.028222093246868,5.043361,True,False,True,9,asid_34313,True,,,
N-C17:0-leucine,leucine,17,long_chain,C23H45N1O3,[M+NH4]+,401.3737698598,42340,401.3724,-3.41292805570643,4.655011,True,False,True,10,asid_42340,True,Sphingoid bases,"Hexadecanamide, N-[3-[bis(2-hydroxyethyl)amino]propyl]-",C23H48N2O3
N-C17:0-leucine,leucine,17,long_chain,C23H45N1O3,[M+NH4]+,401.3737698598,45545,401.3806,17.016907214426585,5.073011,True,False,True,15,asid_16967,False,,,
N-C17:0-isoleucine,isoleucine,17,long_chain,C23H45N1O3,[M+NH4]+,401.3737698598,42340,401.3724,-3.41292805570643,4.655011,True,False,True,10,asid_42340,True,Sphingoid bases,"Hexadecanamide, N-[3-[bis(2-hydroxyethyl)amino]propyl]-",C23H48N2O3
N-C17:0-isoleucine,isoleucine,17,long_chain,C23H45N1O3,[M+NH4]+,401.3737698598,45545,401.3806,17.016907214426585,5.073011,True,False,True,15,asid_16967,False,,,
N-C18:0-valine,valine,18,long_chain,C23H45N1O3,[M+NH4]+,401.3737698598,42340,401.3724,-3.41292805570643,4.655011,True,False,True,10,asid_42340,True,Sphingoid bases,"Hexadecanamide, N-[3-[bis(2-hydroxyethyl)amino]propyl]-",C23H48N2O3
N-C18:0-valine,valine,18,long_chain,C23H45N1O3,[M+NH4]+,401.3737698598,45545,401.3806,17.016907214426585,5.073011,True,False,True,15,asid_16967,False,,,
N-C17:0-asparagine,asparagine,17,long_chain,C21H40N2O4,[M+NH4]+,402.33263332760004,1733,402.3349,5.633826869130689,5.51,True,False,True,14,asid_1733,True,N-acyl amines,N-(4-methoxybenzyl)oleamide,C26H43NO2
N-C16:0-glutamine,glutamine,16,long_chain,C21H40N2O4,[M+NH4]+,402.33263332760004,1733,402.3349,5.633826869130689,5.51,True,False,True,14,asid_1733,True,N-acyl amines,N-(4-methoxybenzyl)oleamide,C26H43NO2
N-C16:0-glutamate,glutamate,16,long_chain,C21H39N1O5,[M+NH4]+,403.3166489126,41225,403.3195,7.0691041584932055,4.369851,True,False,False,11,asid_41225,False,,,
N-C17:0-aspartate,aspartate,17,long_chain,C21H39N1O5,[M+NH4]+,403.3166489126,41225,403.3195,7.0691041584932055,4.369851,True,False,False,11,asid_41225,False,,,
N-C18:0-proline,proline,18,long_chain,C23H43N1O3,[M+Na]+,404.31351494319995,2262,404.3143,1.9417030869354102,5.522103,True,False,True,14,asid_2262,True,N-acyl amines,2-(14-methylpentadecanamido)-3-phenylpropanoic acid,C25H41NO3
N-C16:0-phenylalanine,phenylalanine,16,long_chain,C25H41N1O3,[M+H]+,404.3159206313,2262,404.3143,-4.00832917355648,5.522103,True,False,True,14,asid_2262,True,N-acyl amines,2-(14-methylpentadecanamido)-3-phenylpropanoic acid,C25H41NO3
N-C16:0-methionine,methionine,16,long_chain,C21H41N1O3S1,[M+NH4]+,405.3145404222,7409,405.3177,7.795372445029188,5.522103,True,False,True,10,asid_2262,False,Dicarboxylic acids,Methyl 3-[2-[2-(2-dodecoxyethoxy)ethoxy]ethoxy]propanoate,C22H44O6
N-C18:0-cysteine,cysteine,18,long_chain,C21H41N1O3S1,[M+NH4]+,405.3145404222,7409,405.3177,7.795372445029188,5.522103,True,False,True,10,asid_2262,False,Dicarboxylic acids,Methyl 3-[2-[2-(2-dodecoxyethoxy)ethoxy]ethoxy]propanoate,C22H44O6
N-C18:0-valine,valine,18,long_chain,C23H45N1O3,[M+Na]+,406.329165007,9461,406.3277,-3.6054684874850915,5.574114,True,False,False,11,asid_19500,True,,,C23H45NO3
N-C17:0-leucine,leucine,17,long_chain,C23H45N1O3,[M+Na]+,406.329165007,9461,406.3277,-3.6054684874850915,5.574114,True,False,False,11,asid_19500,True,,,C23H45NO3
N-C17:0-isoleucine,isoleucine,17,long_chain,C23H45N1O3,[M+Na]+,406.329165007,9461,406.3277,-3.6054684874850915,5.574114,True,False,False,11,asid_19500,True,,,C23H45NO3
N-C16:0-lysine,lysine,16,long_chain,C22H44N2O3,[M+Na]+,407.3244139803,37872,407.3257,3.157236973406007,4.772286,True,False,True,6,asid_37872,True,N-acyl amines,N6-Palmitoyl lysine,C24H42N2O3
N-C16:0-lysine,lysine,16,long_chain,C22H44N2O3,[M+Na]+,407.3244139803,50119,407.3254,2.4207233010484095,4.573047,True,False,True,6,asid_50119,True,N-acyl amines,6-amino-2-hexadecanamidohexanoic acid,C24H42N2O3
N-C15:0-phenylalanine,phenylalanine,15,long_chain,C24H39N1O3,[M+NH4]+,407.3268196684,37872,407.3257,-2.748820715807104,4.772286,True,False,True,6,asid_37872,True,N-acyl amines,N6-Palmitoyl lysine,C24H42N2O3
N-C15:0-phenylalanine,phenylalanine,15,long_chain,C24H39N1O3,[M+NH4]+,407.3268196684,50119,407.3254,-3.4853300382861976,4.573047,True,False,True,6,asid_50119,True,N-acyl amines,6-amino-2-hexadecanamidohexanoic acid,C24H42N2O3
N-C16:0-glutamate,glutamate,16,long_chain,C21H39N1O5,[M+Na]+,408.27204405979995,3115,408.2677,-10.640110835817401,0.991202,True,False,True,45,asid_711,False,,,
N-C16:0-glutamate,glutamate,16,long_chain,C21H39N1O5,[M+Na]+,408.27204405979995,5547,408.2679,-10.150241389901224,0.83217,True,False,True,47,asid_1140,False,,,
N-C16:0-glutamate,glutamate,16,long_chain,C21H39N1O5,[M+Na]+,408.27204405979995,6955,408.2675,-11.129980281733577,1.066,True,False,False,66,asid_1648,False,,,
N-C16:0-glutamate,glutamate,16,long_chain,C21H39N1O5,[M+Na]+,408.27204405979995,7563,408.2679,-10.150241389901224,0.787846,True,False,True,44,asid_1394,True,,,
N-C16:0-glutamate,glutamate,16,long_chain,C21H39N1O5,[M+Na]+,408.27204405979995,19014,408.2729,2.09649475758552,5.103,True,False,True,10,asid_19014,True,,,
N-C17:0-aspartate,aspartate,17,long_chain,C21H39N1O5,[M+Na]+,408.27204405979995,3115,408.2677,-10.640110835817401,0.991202,True,False,True,45,asid_711,False,,,
N-C17:0-aspartate,aspartate,17,long_chain,C21H39N1O5,[M+Na]+,408.27204405979995,5547,408.2679,-10.150241389901224,0.83217,True,False,True,47,asid_1140,False,,,
N-C17:0-aspartate,aspartate,17,long_chain,C21H39N1O5,[M+Na]+,408.27204405979995,6955,408.2675,-11.129980281733577,1.066,True,False,False,66,asid_1648,False,,,
N-C17:0-aspartate,aspartate,17,long_chain,C21H39N1O5,[M+Na]+,408.27204405979995,7563,408.2679,-10.150241389901224,0.787846,True,False,True,44,asid_1394,True,,,
N-C17:0-aspartate,aspartate,17,long_chain,C21H39N1O5,[M+Na]+,408.27204405979995,19014,408.2729,2.09649475758552,5.103,True,False,True,10,asid_19014,True,,,
N-C18:0-homoserine,homoserine,18,long_chain,C22H43N1O4,[M+Na]+,408.30842956529995,10152,408.3069,-3.7461026743670427,5.519,True,False,True,10,asid_10152,True,N-acyl amines,,C22H43NO4
N-C18:0-homoserine,homoserine,18,long_chain,C22H43N1O4,[M+Na]+,408.30842956529995,13023,408.307,-3.501189778157173,5.427,True,False,False,10,asid_5317,False,,,
N-C18:0-homoserine,homoserine,18,long_chain,C22H43N1O4,[M+Na]+,408.30842956529995,32444,408.3094,2.3767197289306736,4.340223,True,False,True,7,asid_32444,True,,,
N-C18:0-threonine,threonine,18,long_chain,C22H43N1O4,[M+Na]+,408.30842956529995,10152,408.3069,-3.7461026743670427,5.519,True,False,True,10,asid_10152,True,N-acyl amines,,C22H43NO4
N-C18:0-threonine,threonine,18,long_chain,C22H43N1O4,[M+Na]+,408.30842956529995,13023,408.307,-3.501189778157173,5.427,True,False,False,10,asid_5317,False,,,
N-C18:0-threonine,threonine,18,long_chain,C22H43N1O4,[M+Na]+,408.30842956529995,32444,408.3094,2.3767197289306736,4.340223,True,False,True,7,asid_32444,True,,,
N-C12:0-tryptophan,tryptophan,12,long_chain,C23H34N2O3,[M+Na]+,409.2461636613,3006,409.2518,13.772490008432719,1.290748,True,False,False,91,asid_18098,False,,,
N-C12:0-tryptophan,tryptophan,12,long_chain,C23H34N2O3,[M+Na]+,409.2461636613,26138,409.2431,-7.486108782432082,4.258223,True,False,False,15,asid_26138,False,Tripeptides,2-[[2-[2-(2-Aminopropanoylamino)propanoylamino]-3-methylpentanoyl]amino]-3-methylpentanoic acid,C20H32N4O5
N-C14:0-tyrosine,tyrosine,14,long_chain,C23H37N1O4,[M+NH4]+,409.3060842267,2604,409.3084,5.657803265638298,5.477,True,True,False,30,asid_2033,False,Cholestane steroids,"(3S,10R,13R,17R)-17-[4-(1-hydroxycyclopropyl)butan-2-yl]-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",C26H42O2
N-C14:0-tyrosine,tyrosine,14,long_chain,C23H37N1O4,[M+NH4]+,409.3060842267,6900,409.3086,6.146435142158039,5.554605,True,False,False,66,asid_6025,False,Apocarotenoids (β-),"3,3',5,5'-Tetra-tert-butyldiphenoquinone",C28H40O2
N-C18:0-cysteine,cysteine,18,long_chain,C21H41N1O3S1,[M+Na]+,410.2699355694,3109,410.2676,-5.69276273371882,3.636708,True,False,False,57,asid_1828,False,,,
N-C18:0-cysteine,cysteine,18,long_chain,C21H41N1O3S1,[M+Na]+,410.2699355694,5931,410.2651,-11.786311841888445,4.907605,True,False,True,22,asid_5931,True,N-acyl amines,3-Hydroxy-2-(octadecanoylamino)propanoic acid,C21H41NO4
N-C18:0-cysteine,cysteine,18,long_chain,C21H41N1O3S1,[M+Na]+,410.2699355694,11328,410.2679,-4.961536840782802,3.95477,True,False,False,16,asid_22363,False,N-acyl amines,3-Hydroxy-2-(octadecanoylamino)propanoic acid,C26H35NO3
N-C18:0-cysteine,cysteine,18,long_chain,C21H41N1O3S1,[M+Na]+,410.2699355694,13705,410.2651,-11.786311841888445,4.498865,True,False,True,19,asid_13705,True,,,
N-C18:0-cysteine,cysteine,18,long_chain,C21H41N1O3S1,[M+Na]+,410.2699355694,49113,410.2651,-11.786311841888445,4.377788,True,False,True,7,asid_49113,True,,,
N-C16:0-methionine,methionine,16,long_chain,C21H41N1O3S1,[M+Na]+,410.2699355694,3109,410.2676,-5.69276273371882,3.636708,True,False,False,57,asid_1828,False,,,
N-C16:0-methionine,methionine,16,long_chain,C21H41N1O3S1,[M+Na]+,410.2699355694,5931,410.2651,-11.786311841888445,4.907605,True,False,True,22,asid_5931,True,N-acyl amines,3-Hydroxy-2-(octadecanoylamino)propanoic acid,C21H41NO4
N-C16:0-methionine,methionine,16,long_chain,C21H41N1O3S1,[M+Na]+,410.2699355694,11328,410.2679,-4.961536840782802,3.95477,True,False,False,16,asid_22363,False,N-acyl amines,3-Hydroxy-2-(octadecanoylamino)propanoic acid,C26H35NO3
N-C16:0-methionine,methionine,16,long_chain,C21H41N1O3S1,[M+Na]+,410.2699355694,13705,410.2651,-11.786311841888445,4.498865,True,False,True,19,asid_13705,True,,,
N-C16:0-methionine,methionine,16,long_chain,C21H41N1O3S1,[M+Na]+,410.2699355694,49113,410.2651,-11.786311841888445,4.377788,True,False,True,7,asid_49113,True,,,
N-C15:0-phenylalanine,phenylalanine,15,long_chain,C24H39N1O3,[M+Na]+,412.28221481559996,25,412.2827,1.1768259279314188,4.036786,True,True,False,231,asid_3434,False,,,
N-C15:0-phenylalanine,phenylalanine,15,long_chain,C24H39N1O3,[M+Na]+,412.28221481559996,17509,412.2833,2.6321397359458585,5.557,True,False,True,6,asid_17509,True,,,
N-C15:0-phenylalanine,phenylalanine,15,long_chain,C24H39N1O3,[M+Na]+,412.28221481559996,50274,412.284,4.330005845227101,3.299649,True,False,True,7,asid_50274,True,,,
N-C18:0-glutamine,glutamine,18,long_chain,C23H44N2O4,[M+H]+,413.3373843543,6451,413.34,6.328113059619795,5.74,True,False,True,37,asid_6451,True,Prenyl quinone meroterpenoids,7-Hydroxyergosterol,C26H46O2
N-C18:0-glutamine,glutamine,18,long_chain,C23H44N2O4,[M+H]+,413.3373843543,35014,413.3397,5.602313721507213,5.253594,True,False,False,13,asid_3176,False,Ergostane steroids,7-Hydroxyergosterol,C28H44O2
N-C16:0-arginine,arginine,16,long_chain,C22H44N4O3,[M+H]+,413.3486177426,4109,413.347,-3.913748663009118,4.781,True,False,False,26,asid_24998,True,N-acyl amines,Palmitoyl arginine,C22H44N4O3
N-C14:0-tryptophan,tryptophan,14,long_chain,C25H38N2O3,[M+H]+,415.2955195408,206,415.3023,16.326829645306233,4.724065,True,False,False,69,asid_651,False,,,
N-C14:0-tryptophan,tryptophan,14,long_chain,C25H38N2O3,[M+H]+,415.2955195408,776,415.3024,16.56762203354454,4.658277,True,False,True,7,asid_209,False,,,
N-C14:0-tryptophan,tryptophan,14,long_chain,C25H38N2O3,[M+H]+,415.2955195408,2695,415.2904,-12.327464562306718,1.69467,True,False,True,51,asid_2695,True,,,
N-C14:0-tryptophan,tryptophan,14,long_chain,C25H38N2O3,[M+H]+,415.2955195408,2773,415.2899,-13.531426503772005,1.562,True,False,True,74,asid_2773,True,,,
N-C14:0-tryptophan,tryptophan,14,long_chain,C25H38N2O3,[M+H]+,415.2955195408,7426,415.2904,-12.327464562306718,2.082428,True,False,True,47,asid_7426,True,Tripeptides,H-DL-xiIle-Gly-DL-Leu-DL-Leu-OH,C20H38N4O5
N-C14:0-tryptophan,tryptophan,14,long_chain,C25H38N2O3,[M+H]+,415.2955195408,8562,415.2917,-9.197163514387475,4.031643,True,False,False,11,asid_553,False,,,
N-C14:0-tryptophan,tryptophan,14,long_chain,C25H38N2O3,[M+H]+,415.2955195408,8589,415.2903,-12.568256950545026,2.133328,True,False,True,47,asid_8589,True,,,
N-C14:0-tryptophan,tryptophan,14,long_chain,C25H38N2O3,[M+H]+,415.2955195408,9143,415.29,-13.290634115396823,1.990033,True,False,True,64,asid_9143,True,,,
N-C14:0-tryptophan,tryptophan,14,long_chain,C25H38N2O3,[M+H]+,415.2955195408,9492,415.3014,14.159698150613966,5.220039,True,False,True,18,asid_9492,True,,,
N-C14:0-tryptophan,tryptophan,14,long_chain,C25H38N2O3,[M+H]+,415.2955195408,21242,415.3022,16.086037257067925,4.350847,True,False,True,8,asid_21242,True,,,
N-C16:0-histidine,histidine,16,long_chain,C22H39N3O3,[M+Na]+,416.28836282599997,40740,416.2894,2.4914796872807483,4.613134,True,False,True,6,asid_40740,True,N-acyl amines,,C22H39N3O3
N-C18:0-methionine,methionine,18,long_chain,C23H45N1O3S1,[M+H]+,416.3192914489,1844,416.3118,-17.99447936684792,5.46,True,False,False,21,asid_879,False,,,
N-C18:0-methionine,methionine,18,long_chain,C23H45N1O3S1,[M+H]+,416.3192914489,13257,416.3145,-11.509072479726116,5.006,True,False,True,11,asid_13257,True,,,
N-C18:0-aspartate,aspartate,18,long_chain,C22H41N1O5,[M+NH4]+,417.3322989764,32677,417.3351,6.7117345263478025,4.498158,True,False,False,7,asid_32677,False,,,
N-C17:0-glutamate,glutamate,17,long_chain,C22H41N1O5,[M+NH4]+,417.3322989764,32677,417.3351,6.7117345263478025,4.498158,True,False,False,7,asid_32677,False,,,
N-C13:0-tryptophan,tryptophan,13,long_chain,C24H36N2O3,[M+NH4]+,418.3064185779,19293,418.3051,-3.1521818491118063,4.732857,True,False,False,7,asid_385,False,N-acyl amines,N-Linoleoyl Histidine,C24H39N3O3
N-C17:0-phenylalanine,phenylalanine,17,long_chain,C26H43N1O3,[M+H]+,418.33157069509997,5503,418.3274,-9.969831091228034,5.570165,True,False,False,7,asid_1532,True,,,
N-C16:0-tyrosine,tyrosine,16,long_chain,C25H41N1O4,[M+H]+,420.3108352534,13022,420.3094,-3.4147428037463254,5.359,True,False,True,10,asid_13022,True,N-acyl amines,2-hexadecanamido-3-(4-hydroxyphenyl)propanoic acid,C25H41NO4
N-C18:0-asparagine,asparagine,18,long_chain,C22H42N2O4,[M+Na]+,421.30367853859997,9041,421.3022,-3.5094367204886137,5.209269,True,False,True,6,asid_9041,True,,,
N-C18:0-asparagine,asparagine,18,long_chain,C22H42N2O4,[M+Na]+,421.30367853859997,40588,421.3086,11.681505884582219,4.552647,True,False,False,9,asid_49661,True,,,
N-C17:0-glutamine,glutamine,17,long_chain,C22H42N2O4,[M+Na]+,421.30367853859997,9041,421.3022,-3.5094367204886137,5.209269,True,False,True,6,asid_9041,True,,,
N-C17:0-glutamine,glutamine,17,long_chain,C22H42N2O4,[M+Na]+,421.30367853859997,40588,421.3086,11.681505884582219,4.552647,True,False,False,9,asid_49661,True,,,
N-C15:0-arginine,arginine,15,long_chain,C21H42N4O3,[M+Na]+,421.3149119269,1347,421.3156,1.6331562936843644,4.83,True,False,False,43,asid_1347,False,,,
N-C15:0-arginine,arginine,15,long_chain,C21H42N4O3,[M+Na]+,421.3149119269,40588,421.3086,-14.981494177599057,4.552647,True,False,False,9,asid_49661,True,,,
N-C18:0-aspartate,aspartate,18,long_chain,C22H41N1O5,[M+Na]+,422.2876941236,10249,422.287,-1.6437220635553516,5.193,True,False,True,12,asid_10249,True,,,
N-C17:0-glutamate,glutamate,17,long_chain,C22H41N1O5,[M+Na]+,422.2876941236,10249,422.287,-1.6437220635553516,5.193,True,False,True,12,asid_10249,True,,,
N-C15:0-tyrosine,tyrosine,15,long_chain,C24H39N1O4,[M+NH4]+,423.3217342905,21077,423.3299,19.28960608107112,5.094149,True,False,True,13,asid_21077,True,,,
N-C15:0-tyrosine,tyrosine,15,long_chain,C24H39N1O4,[M+NH4]+,423.3217342905,28767,423.3301,19.76205997088107,5.026,True,False,False,12,asid_28767,False,,,
N-C15:0-tyrosine,tyrosine,15,long_chain,C24H39N1O4,[M+NH4]+,423.3217342905,30656,423.3245,6.533351056605406,4.625167,True,False,True,25,asid_30656,True,Lupane triterpenoids,"(1R,3aS,5aR,5bR,7aR,11aR,11bR)-5a,5b,11a-trimethyl-8-methylidene-9-oxo-1-prop-1-en-2-yl-2,3,4,5,6,7,7a,10,11,11b,12,13,13a,13b-tetradecahydro-1H-cyclopenta[a]chrysene-3a-carbaldehyde",C27H44O2
N-C16:0-phenylalanine,phenylalanine,16,long_chain,C25H41N1O3,[M+Na]+,426.2978648794,1073,426.2986,1.7244294672898233,5.379,True,False,False,34,asid_1073,True,N-acyl amines,N-palmitoyl phenylalanine,C27H39NO3
N-C16:0-phenylalanine,phenylalanine,16,long_chain,C25H41N1O3,[M+Na]+,426.2978648794,3013,426.2989,2.4281627596590156,4.234824,True,True,False,53,asid_3792,False,,,
N-C15:0-tyrosine,tyrosine,15,long_chain,C24H39N1O4,[M+Na]+,428.27712943769995,1929,428.2781,2.266201562792499,3.636708,True,False,False,70,asid_1828,False,,,
N-C15:0-tyrosine,tyrosine,15,long_chain,C24H39N1O4,[M+Na]+,428.27712943769995,5623,428.2707,-15.012330236778494,5.266,True,False,False,12,asid_26522,False,,,
N-C15:0-tyrosine,tyrosine,15,long_chain,C24H39N1O4,[M+Na]+,428.27712943769995,6461,428.2855,19.544733362363495,1.109227,True,False,False,65,asid_13111,True,,,
N-C15:0-tryptophan,tryptophan,15,long_chain,C26H40N2O3,[M+H]+,429.3111696046,233,429.3193,18.938234026060396,5.326,True,False,False,230,asid_233,True,Wax monoesters,"2-(3,4-dihydroxyoxolan-2-yl)-2-hydroxyethyl octadec-9-enoate",C24H44O6
N-C15:0-tryptophan,tryptophan,15,long_chain,C26H40N2O3,[M+H]+,429.3111696046,328,429.3194,19.171165305409588,5.167,True,True,False,17,asid_4071,False,Wax monoesters,"2-(3,4-dihydroxyoxolan-2-yl)-2-hydroxyethyl octadec-9-enoate",C24H44O6
N-C15:0-tryptophan,tryptophan,15,long_chain,C26H40N2O3,[M+H]+,429.3111696046,1722,429.3175,14.745470996715671,5.468,True,False,True,205,asid_532,True,Open-chain polyketides,rickiol a2,C24H44O6
N-C15:0-tryptophan,tryptophan,15,long_chain,C26H40N2O3,[M+H]+,429.3111696046,2401,429.3172,14.046677158535685,7.364818,True,True,False,207,asid_43952,True,,,C22H46O6
N-C15:0-tryptophan,tryptophan,15,long_chain,C26H40N2O3,[M+H]+,429.3111696046,3113,429.317,13.580814599704892,7.530604,True,True,True,12,asid_25735,False,,,
N-C15:0-tryptophan,tryptophan,15,long_chain,C26H40N2O3,[M+H]+,429.3111696046,3436,429.3172,14.046677158535685,6.803,True,True,False,161,asid_40257,False,,,C22H46O6
N-C15:0-tryptophan,tryptophan,15,long_chain,C26H40N2O3,[M+H]+,429.3111696046,7290,429.3059,-12.27455741454345,1.590325,True,False,True,24,asid_7290,True,Tripeptides,H-Thr-Leu-Val-Ile-al,C21H40N4O5
N-C15:0-tryptophan,tryptophan,15,long_chain,C26H40N2O3,[M+H]+,429.3111696046,10125,429.3059,-12.27455741454345,1.479181,True,False,True,9,asid_10125,False,Tripeptides,H-Thr-Leu-Val-Ile-al,C21H40N4O5
N-C15:0-tryptophan,tryptophan,15,long_chain,C26H40N2O3,[M+H]+,429.3111696046,14408,429.3059,-12.27455741454345,2.184339,True,False,True,39,asid_14408,True,,,
N-C15:0-tryptophan,tryptophan,15,long_chain,C26H40N2O3,[M+H]+,429.3111696046,17540,429.3168,13.1149520408741,7.007124,True,False,True,76,asid_17540,True,,,C22H46O6
N-C15:0-tryptophan,tryptophan,15,long_chain,C26H40N2O3,[M+H]+,429.3111696046,19767,429.3056,-12.973351252723436,1.937791,True,False,True,18,asid_19767,True,,,
N-C17:0-histidine,histidine,17,long_chain,C23H41N3O3,[M+Na]+,430.3040128898,4043,430.3015,-5.839800988934139,0.535,True,False,False,77,asid_4043,False,,,
N-C17:0-histidine,histidine,17,long_chain,C23H41N3O3,[M+Na]+,430.3040128898,9947,430.3016,-5.607407153329006,0.796861,True,False,True,66,asid_9947,True,,,
N-C18:0-glutamate,glutamate,18,long_chain,C23H43N1O5,[M+NH4]+,431.3479490402,3176,431.3502,5.218431674482017,5.258896,True,False,False,22,asid_3176,True,Ergostane steroids,"5-{7-hydroxy-9a,11a-dimethyl-1H,2H,3H,3aH,3bH,4H,6H,7H,8H,9H,9aH,9bH,10H,11H,11aH-cyclopenta[a]phenanthren-1-yl}-2-(prop-1-en-2-yl)hexane-1,2-diol",C28H46O3
N-C18:0-phenylalanine,phenylalanine,18,long_chain,C27H45N1O3,[M+H]+,432.3472207589,33362,432.3454,-4.211334808198595,5.667966,True,False,True,6,asid_33362,True,N-acyl amines,N-stearoyl phenylalanine,C27H45NO3
N-C16:0-arginine,arginine,16,long_chain,C22H44N4O3,[M+Na]+,435.3305619907,4166,435.331,1.0061533424377667,4.642026,True,True,True,28,asid_6014,True,N-acyl amines,Palmitoyl arginine,C24H42N4O3
N-C18:0-glutamate,glutamate,18,long_chain,C23H43N1O5,[M+Na]+,436.30334418739994,19752,436.3019,-3.3100534735625136,5.077,True,False,True,11,asid_19752,True,,,
N-C16:0-tyrosine,tyrosine,16,long_chain,C25H41N1O4,[M+NH4]+,437.3373843543,24329,437.3399,5.752185360738874,4.769283,True,False,False,15,asid_34847,True,,,
N-C18:0-methionine,methionine,18,long_chain,C23H45N1O3S1,[M+Na]+,438.301235697,6438,438.3065,12.010696231954059,0.540778,True,True,False,57,asid_4044,False,,,
N-C18:0-methionine,methionine,18,long_chain,C23H45N1O3S1,[M+Na]+,438.301235697,7715,438.3064,11.782542642852906,0.75,True,True,True,78,asid_2359,False,,,
N-C18:0-methionine,methionine,18,long_chain,C23H45N1O3S1,[M+Na]+,438.301235697,14076,438.2961,-11.717277027043913,5.084,True,False,True,15,asid_14076,True,N-acyl amines,N-(1-Oxooctadecyl)-DL-methionine,C23H45NO4
N-C18:0-histidine,histidine,18,long_chain,C24H43N3O3,[M+NH4]+,439.3642678064,5051,439.3627,-3.568352082437921,4.802,True,False,False,11,asid_12616,True,N-acyl amines,(2S)-5-(diaminomethylideneamino)-2-[[(E)-octadec-9-enoyl]amino]pentanoic acid,C24H46N4O3
