species_prefix,protein_id,pfam_acc,full_seq_e_value,LOCUSTAG,GENUS,SPECIES,STRAIN
TFCN48A15,TFCN48A15_002574-T1,PF00743.26,4.4e-06,TFCN48A15,Rhodotorula,Rhodotorula paludigena,TFCN 48A-15
TFCN25333Y2,TFCN25333Y2_003136-T1,PF00743.26,1.2e-39,TFCN25333Y2,Rhodotorula,Rhodotorula sp. clade I,TFCN 25-333Y-2
TFCN25333Y2,TFCN25333Y2_003136-T1,PF00743.26,1.2e-39,TFCN25333Y2,Rhodotorula,Rhodotorula sp. clade I,TFCN 25-333Y-2
TFCN25333Y2,TFCN25333Y2_003136-T1,PF00743.26,1.2e-39,TFCN25333Y2,Rhodotorula,Rhodotorula sp. clade I,TFCN 25-333Y-2
TFCN25333Y2,TFCN25333Y2_005844-T1,PF00743.26,1e-34,TFCN25333Y2,Rhodotorula,Rhodotorula sp. clade I,TFCN 25-333Y-2
TFCN25333Y2,TFCN25333Y2_005844-T1,PF00743.26,1e-34,TFCN25333Y2,Rhodotorula,Rhodotorula sp. clade I,TFCN 25-333Y-2
TFCN25333Y2,TFCN25333Y2_007069-T1,PF00743.26,1.6e-21,TFCN25333Y2,Rhodotorula,Rhodotorula sp. clade I,TFCN 25-333Y-2
TFCN25333Y2,TFCN25333Y2_003841-T1,PF00743.26,9.1e-21,TFCN25333Y2,Rhodotorula,Rhodotorula sp. clade I,TFCN 25-333Y-2
TFCN25333Y2,TFCN25333Y2_001750-T1,PF00743.26,2.5e-20,TFCN25333Y2,Rhodotorula,Rhodotorula sp. clade I,TFCN 25-333Y-2
TFCN25333Y2,TFCN25333Y2_005420-T1,PF00743.26,4.5e-15,TFCN25333Y2,Rhodotorula,Rhodotorula sp. clade I,TFCN 25-333Y-2
TFCN25333Y2,TFCN25333Y2_006289-T1,PF00743.26,3.1e-12,TFCN25333Y2,Rhodotorula,Rhodotorula sp. clade I,TFCN 25-333Y-2
TFCN25333Y2,TFCN25333Y2_006237-T1,PF00743.26,8e-12,TFCN25333Y2,Rhodotorula,Rhodotorula sp. clade I,TFCN 25-333Y-2
TFCN25333Y2,TFCN25333Y2_005640-T1,PF00743.26,1.5e-06,TFCN25333Y2,Rhodotorula,Rhodotorula sp. clade I,TFCN 25-333Y-2
DBVPG7019,DBVPG7019_001267-T1,PF00743.26,1.2e-36,DBVPG7019,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 7019
DBVPG7019,DBVPG7019_001267-T1,PF00743.26,1.2e-36,DBVPG7019,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 7019
DBVPG7019,DBVPG7019_001267-T1,PF00743.26,1.2e-36,DBVPG7019,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 7019
DBVPG7019,DBVPG7019_001266-T1,PF00743.26,1.7e-35,DBVPG7019,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 7019
DBVPG7019,DBVPG7019_001266-T1,PF00743.26,1.7e-35,DBVPG7019,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 7019
DBVPG7019,DBVPG7019_001169-T1,PF00743.26,2.6e-34,DBVPG7019,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 7019
DBVPG7019,DBVPG7019_004228-T1,PF00743.26,3.3e-22,DBVPG7019,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 7019
DBVPG7019,DBVPG7019_003352-T1,PF00743.26,4.5e-17,DBVPG7019,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 7019
DBVPG7019,DBVPG7019_007101-T1,PF00743.26,3.5e-16,DBVPG7019,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 7019
DBVPG7019,DBVPG7019_004789-T1,PF00743.26,6.8e-15,DBVPG7019,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 7019
DBVPG7019,DBVPG7019_002525-T1,PF00743.26,8.2e-14,DBVPG7019,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 7019
DBVPG7019,DBVPG7019_004788-T1,PF00743.26,2.3e-12,DBVPG7019,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 7019
DBVPG7019,DBVPG7019_004455-T1,PF00743.26,8.8e-10,DBVPG7019,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 7019
TFCN2502E3339,TFCN2502E3339_000666-T1,PF00743.26,1.3e-36,TFCN2502E3339,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-9
TFCN2502E3339,TFCN2502E3339_000666-T1,PF00743.26,1.3e-36,TFCN2502E3339,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-9
TFCN2502E3339,TFCN2502E3339_000666-T1,PF00743.26,1.3e-36,TFCN2502E3339,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-9
TFCN2502E3339,TFCN2502E3339_000667-T1,PF00743.26,1.8e-35,TFCN2502E3339,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-9
TFCN2502E3339,TFCN2502E3339_000667-T1,PF00743.26,1.8e-35,TFCN2502E3339,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-9
TFCN2502E3339,TFCN2502E3339_000762-T1,PF00743.26,2.7e-34,TFCN2502E3339,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-9
TFCN2502E3339,TFCN2502E3339_001667-T1,PF00743.26,3.3e-22,TFCN2502E3339,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-9
TFCN2502E3339,TFCN2502E3339_006961-T1,PF00743.26,3.5e-16,TFCN2502E3339,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-9
TFCN2502E3339,TFCN2502E3339_007302-T1,PF00743.26,7e-15,TFCN2502E3339,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-9
TFCN2502E3339,TFCN2502E3339_001395-T1,PF00743.26,8.4e-14,TFCN2502E3339,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-9
TFCN2502E3339,TFCN2502E3339_007303-T1,PF00743.26,2.4e-12,TFCN2502E3339,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-9
TFCN2502E3339,TFCN2502E3339_007114-T1,PF00743.26,4.2e-10,TFCN2502E3339,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-9
TFCN2502E3339,TFCN2502E3339_002036-T1,PF00743.26,8.9e-10,TFCN2502E3339,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-9
TFCN98D11,TFCN98D11_001115-T1,PF00743.26,1.3e-36,TFCN98D11,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98D-11
TFCN98D11,TFCN98D11_001115-T1,PF00743.26,1.3e-36,TFCN98D11,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98D-11
TFCN98D11,TFCN98D11_001115-T1,PF00743.26,1.3e-36,TFCN98D11,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98D-11
TFCN98D11,TFCN98D11_001116-T1,PF00743.26,1.7e-35,TFCN98D11,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98D-11
TFCN98D11,TFCN98D11_001116-T1,PF00743.26,1.7e-35,TFCN98D11,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98D-11
TFCN98D11,TFCN98D11_001211-T1,PF00743.26,2.7e-34,TFCN98D11,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98D-11
TFCN98D11,TFCN98D11_003902-T1,PF00743.26,3.7e-22,TFCN98D11,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98D-11
TFCN98D11,TFCN98D11_003191-T1,PF00743.26,3.5e-16,TFCN98D11,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98D-11
TFCN98D11,TFCN98D11_005252-T1,PF00743.26,6.9e-15,TFCN98D11,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98D-11
TFCN98D11,TFCN98D11_002372-T1,PF00743.26,8.4e-14,TFCN98D11,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98D-11
TFCN98D11,TFCN98D11_003051-T1,PF00743.26,2.3e-13,TFCN98D11,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98D-11
TFCN98D11,TFCN98D11_005251-T1,PF00743.26,2.4e-12,TFCN98D11,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98D-11
TFCN98D11,TFCN98D11_007156-T1,PF00743.26,4.2e-10,TFCN98D11,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98D-11
DBVPG5235,DBVPG5235_000533-T1,PF00743.26,1.3e-36,DBVPG5235,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5235
DBVPG5235,DBVPG5235_000533-T1,PF00743.26,1.3e-36,DBVPG5235,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5235
DBVPG5235,DBVPG5235_000533-T1,PF00743.26,1.3e-36,DBVPG5235,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5235
DBVPG5235,DBVPG5235_000534-T1,PF00743.26,1.8e-35,DBVPG5235,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5235
DBVPG5235,DBVPG5235_000534-T1,PF00743.26,1.8e-35,DBVPG5235,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5235
DBVPG5235,DBVPG5235_000631-T1,PF00743.26,2.7e-34,DBVPG5235,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5235
DBVPG5235,DBVPG5235_004762-T1,PF00743.26,2.6e-22,DBVPG5235,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5235
DBVPG5235,DBVPG5235_001467-T1,PF00743.26,4.6e-17,DBVPG5235,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5235
DBVPG5235,DBVPG5235_007368-T1,PF00743.26,3.7e-16,DBVPG5235,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5235
DBVPG5235,DBVPG5235_004302-T1,PF00743.26,7e-15,DBVPG5235,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5235
DBVPG5235,DBVPG5235_006524-T1,PF00743.26,8.4e-14,DBVPG5235,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5235
DBVPG5235,DBVPG5235_004303-T1,PF00743.26,2.4e-12,DBVPG5235,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5235
DBVPG5235,DBVPG5235_007396-T1,PF00743.26,4.4e-10,DBVPG5235,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5235
DBVPG3235,DBVPG3235_005526-T1,PF00743.26,1.4e-36,DBVPG3235,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3235
DBVPG3235,DBVPG3235_005526-T1,PF00743.26,1.4e-36,DBVPG3235,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3235
DBVPG3235,DBVPG3235_005526-T1,PF00743.26,1.4e-36,DBVPG3235,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3235
DBVPG3235,DBVPG3235_005525-T1,PF00743.26,1.7e-35,DBVPG3235,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3235
DBVPG3235,DBVPG3235_005525-T1,PF00743.26,1.7e-35,DBVPG3235,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3235
DBVPG3235,DBVPG3235_002388-T1,PF00743.26,3.2e-34,DBVPG3235,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3235
DBVPG3235,DBVPG3235_002603-T1,PF00743.26,2.8e-22,DBVPG3235,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3235
DBVPG3235,DBVPG3235_000306-T1,PF00743.26,5.7e-17,DBVPG3235,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3235
DBVPG3235,DBVPG3235_005402-T1,PF00743.26,6.9e-15,DBVPG3235,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3235
DBVPG3235,DBVPG3235_003954-T1,PF00743.26,8.3e-14,DBVPG3235,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3235
DBVPG3235,DBVPG3235_005403-T1,PF00743.26,2.1e-12,DBVPG3235,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3235
DBVPG3235,DBVPG3235_000779-T1,PF00743.26,8.9e-10,DBVPG3235,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3235
DBVPG3235,DBVPG3235_003854-T1,PF00743.26,1.4e-09,DBVPG3235,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3235
DBVPG10937,DBVPG10937_001844-T1,PF00743.26,1.3e-36,DBVPG10937,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 10937
DBVPG10937,DBVPG10937_001844-T1,PF00743.26,1.3e-36,DBVPG10937,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 10937
DBVPG10937,DBVPG10937_001844-T1,PF00743.26,1.3e-36,DBVPG10937,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 10937
DBVPG10937,DBVPG10937_001843-T1,PF00743.26,1.8e-35,DBVPG10937,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 10937
DBVPG10937,DBVPG10937_001843-T1,PF00743.26,1.8e-35,DBVPG10937,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 10937
DBVPG10937,DBVPG10937_004579-T1,PF00743.26,3.9e-34,DBVPG10937,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 10937
DBVPG10937,DBVPG10937_005665-T1,PF00743.26,3.4e-22,DBVPG10937,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 10937
DBVPG10937,DBVPG10937_007414-T1,PF00743.26,3.6e-16,DBVPG10937,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 10937
DBVPG10937,DBVPG10937_006012-T1,PF00743.26,6.4e-15,DBVPG10937,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 10937
DBVPG10937,DBVPG10937_002758-T1,PF00743.26,8.6e-14,DBVPG10937,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 10937
DBVPG10937,DBVPG10937_006013-T1,PF00743.26,3.4e-12,DBVPG10937,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 10937
DBVPG10937,DBVPG10937_007478-T1,PF00743.26,4.5e-10,DBVPG10937,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 10937
DBVPG10937,DBVPG10937_003104-T1,PF00743.26,9.1e-10,DBVPG10937,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 10937
TFCN1B12,TFCN1B12_001567-T1,PF00743.26,1.2e-36,TFCN1B12,Rhodotorula,Rhodotorula pacifica,TFCN 1B-1-2
TFCN1B12,TFCN1B12_001567-T1,PF00743.26,1.2e-36,TFCN1B12,Rhodotorula,Rhodotorula pacifica,TFCN 1B-1-2
TFCN1B12,TFCN1B12_001567-T1,PF00743.26,1.2e-36,TFCN1B12,Rhodotorula,Rhodotorula pacifica,TFCN 1B-1-2
TFCN1B12,TFCN1B12_001566-T1,PF00743.26,1.7e-35,TFCN1B12,Rhodotorula,Rhodotorula pacifica,TFCN 1B-1-2
TFCN1B12,TFCN1B12_001566-T1,PF00743.26,1.7e-35,TFCN1B12,Rhodotorula,Rhodotorula pacifica,TFCN 1B-1-2
TFCN1B12,TFCN1B12_001470-T1,PF00743.26,2.7e-34,TFCN1B12,Rhodotorula,Rhodotorula pacifica,TFCN 1B-1-2
TFCN1B12,TFCN1B12_001309-T1,PF00743.26,3.3e-22,TFCN1B12,Rhodotorula,Rhodotorula pacifica,TFCN 1B-1-2
TFCN1B12,TFCN1B12_003897-T1,PF00743.26,4.5e-17,TFCN1B12,Rhodotorula,Rhodotorula pacifica,TFCN 1B-1-2
TFCN1B12,TFCN1B12_000917-T1,PF00743.26,3.5e-16,TFCN1B12,Rhodotorula,Rhodotorula pacifica,TFCN 1B-1-2
TFCN1B12,TFCN1B12_000391-T1,PF00743.26,6.9e-15,TFCN1B12,Rhodotorula,Rhodotorula pacifica,TFCN 1B-1-2
TFCN1B12,TFCN1B12_001923-T1,PF00743.26,8.3e-14,TFCN1B12,Rhodotorula,Rhodotorula pacifica,TFCN 1B-1-2
TFCN1B12,TFCN1B12_000392-T1,PF00743.26,2.4e-12,TFCN1B12,Rhodotorula,Rhodotorula pacifica,TFCN 1B-1-2
TFCN1B12,TFCN1B12_000617-T1,PF00743.26,8.9e-10,TFCN1B12,Rhodotorula,Rhodotorula pacifica,TFCN 1B-1-2
TFCN48A3,TFCN48A3_000158-T1,PF00743.26,3.9e-40,TFCN48A3,Rhodotorula,Rhodotorula paludigena,TFCN 48A-3
TFCN48A3,TFCN48A3_000158-T1,PF00743.26,3.9e-40,TFCN48A3,Rhodotorula,Rhodotorula paludigena,TFCN 48A-3
TFCN48A3,TFCN48A3_000158-T1,PF00743.26,3.9e-40,TFCN48A3,Rhodotorula,Rhodotorula paludigena,TFCN 48A-3
TFCN48A3,TFCN48A3_000043-T1,PF00743.26,5.7e-32,TFCN48A3,Rhodotorula,Rhodotorula paludigena,TFCN 48A-3
TFCN48A3,TFCN48A3_000043-T1,PF00743.26,5.7e-32,TFCN48A3,Rhodotorula,Rhodotorula paludigena,TFCN 48A-3
TFCN48A3,TFCN48A3_003438-T1,PF00743.26,3e-25,TFCN48A3,Rhodotorula,Rhodotorula paludigena,TFCN 48A-3
TFCN48A3,TFCN48A3_001248-T1,PF00743.26,8.2e-19,TFCN48A3,Rhodotorula,Rhodotorula paludigena,TFCN 48A-3
TFCN48A3,TFCN48A3_005275-T1,PF00743.26,1.9e-18,TFCN48A3,Rhodotorula,Rhodotorula paludigena,TFCN 48A-3
TFCN48A3,TFCN48A3_001014-T1,PF00743.26,1.1e-14,TFCN48A3,Rhodotorula,Rhodotorula paludigena,TFCN 48A-3
TFCN48A3,TFCN48A3_003327-T1,PF00743.26,4.4e-14,TFCN48A3,Rhodotorula,Rhodotorula paludigena,TFCN 48A-3
TFCN48A3,TFCN48A3_006508-T1,PF00743.26,2.9e-08,TFCN48A3,Rhodotorula,Rhodotorula paludigena,TFCN 48A-3
TFCN48A3,TFCN48A3_000886-T1,PF00743.26,4.7e-06,TFCN48A3,Rhodotorula,Rhodotorula paludigena,TFCN 48A-3
TFCN20964,TFCN20964_001949-T1,PF00743.26,1.2e-36,TFCN20964,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-4
TFCN20964,TFCN20964_001949-T1,PF00743.26,1.2e-36,TFCN20964,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-4
TFCN20964,TFCN20964_001949-T1,PF00743.26,1.2e-36,TFCN20964,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-4
TFCN20964,TFCN20964_001950-T1,PF00743.26,1.7e-35,TFCN20964,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-4
TFCN20964,TFCN20964_001950-T1,PF00743.26,1.7e-35,TFCN20964,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-4
TFCN20964,TFCN20964_002046-T1,PF00743.26,2.6e-34,TFCN20964,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-4
TFCN20964,TFCN20964_003863-T1,PF00743.26,3.3e-22,TFCN20964,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-4
TFCN20964,TFCN20964_001164-T1,PF00743.26,3.4e-16,TFCN20964,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-4
TFCN20964,TFCN20964_006031-T1,PF00743.26,1.6e-14,TFCN20964,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-4
TFCN20964,TFCN20964_001570-T1,PF00743.26,8.2e-14,TFCN20964,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-4
TFCN20964,TFCN20964_006030-T1,PF00743.26,2.3e-12,TFCN20964,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-4
TFCN20964,TFCN20964_007196-T1,PF00743.26,4.2e-10,TFCN20964,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-4
TFCN20964,TFCN20964_004571-T1,PF00743.26,1.1e-08,TFCN20964,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-4
TFCN49A1,TFCN49A1_001230-T1,PF00743.26,3.8e-40,TFCN49A1,Rhodotorula,Rhodotorula paludigena,TFCN 49A-1
TFCN49A1,TFCN49A1_001230-T1,PF00743.26,3.8e-40,TFCN49A1,Rhodotorula,Rhodotorula paludigena,TFCN 49A-1
TFCN49A1,TFCN49A1_001230-T1,PF00743.26,3.8e-40,TFCN49A1,Rhodotorula,Rhodotorula paludigena,TFCN 49A-1
TFCN49A1,TFCN49A1_001341-T1,PF00743.26,1.9e-32,TFCN49A1,Rhodotorula,Rhodotorula paludigena,TFCN 49A-1
TFCN49A1,TFCN49A1_001341-T1,PF00743.26,1.9e-32,TFCN49A1,Rhodotorula,Rhodotorula paludigena,TFCN 49A-1
TFCN49A1,TFCN49A1_000283-T1,PF00743.26,3e-25,TFCN49A1,Rhodotorula,Rhodotorula paludigena,TFCN 49A-1
TFCN49A1,TFCN49A1_004086-T1,PF00743.26,8.2e-19,TFCN49A1,Rhodotorula,Rhodotorula paludigena,TFCN 49A-1
TFCN49A1,TFCN49A1_004693-T1,PF00743.26,1.9e-18,TFCN49A1,Rhodotorula,Rhodotorula paludigena,TFCN 49A-1
TFCN49A1,TFCN49A1_002055-T1,PF00743.26,1.1e-14,TFCN49A1,Rhodotorula,Rhodotorula paludigena,TFCN 49A-1
TFCN49A1,TFCN49A1_002698-T1,PF00743.26,4.5e-14,TFCN49A1,Rhodotorula,Rhodotorula paludigena,TFCN 49A-1
TFCN49A1,TFCN49A1_006201-T1,PF00743.26,2.9e-08,TFCN49A1,Rhodotorula,Rhodotorula paludigena,TFCN 49A-1
TFCN49A1,TFCN49A1_002183-T1,PF00743.26,4.3e-06,TFCN49A1,Rhodotorula,Rhodotorula paludigena,TFCN 49A-1
DBVPG5225,DBVPG5225_000829-T1,PF00743.26,1.3e-36,DBVPG5225,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5225
DBVPG5225,DBVPG5225_000829-T1,PF00743.26,1.3e-36,DBVPG5225,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5225
DBVPG5225,DBVPG5225_000829-T1,PF00743.26,1.3e-36,DBVPG5225,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5225
DBVPG5225,DBVPG5225_000830-T1,PF00743.26,1.8e-35,DBVPG5225,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5225
DBVPG5225,DBVPG5225_000830-T1,PF00743.26,1.8e-35,DBVPG5225,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5225
DBVPG5225,DBVPG5225_000928-T1,PF00743.26,2.7e-34,DBVPG5225,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5225
DBVPG5225,DBVPG5225_003743-T1,PF00743.26,2.6e-22,DBVPG5225,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5225
DBVPG5225,DBVPG5225_003288-T1,PF00743.26,4.6e-17,DBVPG5225,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5225
DBVPG5225,DBVPG5225_000017-T1,PF00743.26,3.5e-16,DBVPG5225,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5225
DBVPG5225,DBVPG5225_004297-T1,PF00743.26,7e-15,DBVPG5225,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5225
DBVPG5225,DBVPG5225_002962-T1,PF00743.26,8.5e-14,DBVPG5225,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5225
DBVPG5225,DBVPG5225_004298-T1,PF00743.26,2.4e-12,DBVPG5225,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5225
DBVPG5225,DBVPG5225_007334-T1,PF00743.26,4.4e-10,DBVPG5225,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5225
DBVPG3855,DBVPG3855_003342-T1,PF00743.26,1.1e-36,DBVPG3855,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3855
DBVPG3855,DBVPG3855_003342-T1,PF00743.26,1.1e-36,DBVPG3855,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3855
DBVPG3855,DBVPG3855_003342-T1,PF00743.26,1.1e-36,DBVPG3855,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3855
DBVPG3855,DBVPG3855_003343-T1,PF00743.26,1.5e-35,DBVPG3855,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3855
DBVPG3855,DBVPG3855_003343-T1,PF00743.26,1.5e-35,DBVPG3855,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3855
DBVPG3855,DBVPG3855_003438-T1,PF00743.26,2.3e-34,DBVPG3855,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3855
DBVPG3855,DBVPG3855_001735-T1,PF00743.26,2.2e-22,DBVPG3855,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3855
DBVPG3855,DBVPG3855_005693-T1,PF00743.26,3e-16,DBVPG3855,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3855
DBVPG3855,DBVPG3855_000495-T1,PF00743.26,7.1e-14,DBVPG3855,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3855
DBVPG3855,DBVPG3855_004634-T1,PF00743.26,7.6e-10,DBVPG3855,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3855
DBVPG3855,DBVPG3855_003714-T1,PF00743.26,1.2e-09,DBVPG3855,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3855
DBVPG8043,DBVPG8043_004637-T1,PF00743.26,5.2e-37,DBVPG8043,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 8043
DBVPG8043,DBVPG8043_004637-T1,PF00743.26,5.2e-37,DBVPG8043,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 8043
DBVPG8043,DBVPG8043_004636-T1,PF00743.26,9.4e-34,DBVPG8043,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 8043
DBVPG8043,DBVPG8043_004636-T1,PF00743.26,9.4e-34,DBVPG8043,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 8043
DBVPG8043,DBVPG8043_002322-T1,PF00743.26,2.8e-27,DBVPG8043,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 8043
DBVPG8043,DBVPG8043_003233-T1,PF00743.26,2.3e-22,DBVPG8043,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 8043
DBVPG8043,DBVPG8043_004924-T1,PF00743.26,3.2e-16,DBVPG8043,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 8043
DBVPG8043,DBVPG8043_002483-T1,PF00743.26,4.9e-15,DBVPG8043,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 8043
DBVPG8043,DBVPG8043_005244-T1,PF00743.26,6.1e-15,DBVPG8043,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 8043
DBVPG8043,DBVPG8043_002182-T1,PF00743.26,6.3e-14,DBVPG8043,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 8043
DBVPG8043,DBVPG8043_005245-T1,PF00743.26,9e-11,DBVPG8043,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 8043
TFCN1A14,TFCN1A14_001369-T1,PF00743.26,5.1e-33,TFCN1A14,Rhodotorula,Rhodotorula mucilaginosa,TFCN 1A-14
TFCN1A14,TFCN1A14_001369-T1,PF00743.26,5.1e-33,TFCN1A14,Rhodotorula,Rhodotorula mucilaginosa,TFCN 1A-14
TFCN1A14,TFCN1A14_001464-T1,PF00743.26,1.1e-32,TFCN1A14,Rhodotorula,Rhodotorula mucilaginosa,TFCN 1A-14
TFCN1A14,TFCN1A14_001370-T1,PF00743.26,1.4e-31,TFCN1A14,Rhodotorula,Rhodotorula mucilaginosa,TFCN 1A-14
